County,CountyName,bush,clinton,other,perot,totalvotes,dPct,rPct,otherPct,dDRPct,rDRPct,leanD,leanR
1001,Autauga,8715,4819,135,1916,15585,0.309207571383,0.559191530318,0.00866217516843,0.356066203635,0.643933796365,0.552954675846,1.80846648682
1003,Baldwin,26270,12195,355,7656,46476,0.262393493416,0.565237972287,0.00763835097685,0.317041466268,0.682958533732,0.464217738866,2.15416154162
1005,Barbour,4475,4836,100,1020,10431,0.463618061547,0.429009682677,0.00958680855143,0.51938567286,0.48061432714,1.08067039106,0.92535153019
1007,Bibb,3124,2900,10,686,6720,0.431547619048,0.464880952381,0.0014880952381,0.481407702523,0.518592297477,0.928297055058,1.07724137931
1009,Blount,8882,5433,241,1949,16505,0.329172977885,0.538139957589,0.0146016358679,0.379531959483,0.620468040517,0.611686557082,1.63482422234
1011,Bullock,1253,3259,38,266,4816,0.676702657807,0.260174418605,0.0078903654485,0.722296099291,0.277703900709,2.60095770152,0.384473764959
1013,Butler,3494,4021,96,867,8478,0.474286388299,0.412125501297,0.0113234253362,0.535063206919,0.464936793081,1.15082999428,0.868938075106
1015,Calhoun,20623,16453,1007,4717,42800,0.38441588785,0.481845794393,0.0235280373832,0.443764160104,0.556235839896,0.797798574407,1.25344921899
1017,Chambers,5682,5938,44,1427,13091,0.453594072263,0.434038652509,0.00336108777022,0.511015490534,0.488984509466,1.04505455825,0.956887841024
1019,Cherokee,2745,4222,63,846,7876,0.536058913154,0.348527171153,0.00799898425597,0.605999712932,0.394000287068,1.53806921676,0.6501657982
1021,Chilton,8126,4946,33,1363,14468,0.341857893282,0.561653303843,0.00228089576998,0.378365973072,0.621634026928,0.608663549102,1.64294379296
1023,Choctaw,3069,3941,61,489,7560,0.521296296296,0.405952380952,0.00806878306878,0.562196861626,0.437803138374,1.28413163897,0.77873636133
1025,Clarke,5495,5023,327,872,11717,0.42869335154,0.468976700521,0.0279081676197,0.477562274197,0.522437725803,0.914103730664,1.09396774836
1027,Clay,2859,2073,171,652,5755,0.360208514335,0.496785403997,0.0297132927889,0.420316301703,0.579683698297,0.725078698846,1.37916063676
1029,Cleburne,2425,2144,38,630,5237,0.409394691617,0.463051365285,0.00725606263128,0.469249288685,0.530750711315,0.88412371134,1.13106343284
1031,Coffee,7591,5776,145,2021,15533,0.37185347325,0.488701474281,0.00933496426962,0.432108924964,0.567891075036,0.760901067053,1.31423130194
1033,Colbert,8073,12206,62,2098,22439,0.543963634743,0.35977539106,0.00276304648157,0.601903446916,0.398096553084,1.511953425,0.661396034737
1035,Conecuh,2463,3155,137,552,6307,0.500237830981,0.39051847154,0.0217218963057,0.561587753649,0.438412246351,1.28095818108,0.780665610143
1037,Coosa,1973,2330,19,476,4798,0.48561900792,0.411213005419,0.00395998332639,0.541482686498,0.458517313502,1.18094272681,0.84678111588
1039,Covington,6840,5004,238,1880,13962,0.358401375161,0.489901160292,0.0170462684429,0.422492401216,0.577507598784,0.731578947368,1.36690647482
1041,Crenshaw,2339,2404,62,485,5290,0.454442344045,0.442155009452,0.0117202268431,0.506852203247,0.493147796753,1.0277896537,0.972961730449
1043,Cullman,14411,10451,68,4113,29043,0.359845745963,0.496195296629,0.00234135592053,0.420360389349,0.579639610651,0.725209909097,1.37891110898
1045,Dale,8123,5098,143,2423,15787,0.322923924748,0.514537277507,0.00905808576677,0.385598668785,0.614401331215,0.627600640158,1.593369949
1047,Dallas,7394,11053,47,1110,19604,0.563813507447,0.377167924913,0.0023974699041,0.599176017781,0.400823982219,1.49486069786,0.668958653759
1049,DeKalb,10519,8245,80,2741,21585,0.38197822562,0.487329163771,0.00370627750753,0.439405244084,0.560594755916,0.78381975473,1.27580351728
1051,Elmore,11356,6223,44,2765,20388,0.305228565823,0.556994310379,0.00215813223465,0.354001934126,0.645998065874,0.547992250793,1.82484332316
1053,Escambia,5955,4809,444,1616,12824,0.375,0.464363693075,0.0346225826575,0.446767001115,0.553232998885,0.807556675063,1.23830318153
1055,Etowah,17467,20558,149,4277,42451,0.484275988787,0.4114626275,0.00350992909472,0.540644312952,0.459355687048,1.17696227171,0.849644907092
1057,Fayette,3604,3830,24,1012,8470,0.452184179457,0.425501770956,0.00283353010626,0.515200430455,0.484799569545,1.06270810211,0.940992167102
1059,Franklin,4794,5953,36,1075,11858,0.502023950076,0.404284027661,0.00303592511385,0.553922024751,0.446077975249,1.241760534,0.805308247942
1061,Geneva,4843,3622,79,1323,9867,0.367082193169,0.490828012567,0.00800648626736,0.427879503839,0.572120496161,0.747883543258,1.33710657096
1063,Greene,805,3865,17,194,4881,0.79184593321,0.164925220242,0.00348289284983,0.827623126338,0.172376873662,4.80124223602,0.208279430789
1065,Hale,2001,3481,55,486,6023,0.577951187116,0.332226465217,0.00913166196248,0.634987230938,0.365012769062,1.73963018491,0.574834817581
1067,Henry,2970,2804,58,667,6499,0.43145099246,0.456993383597,0.00892444991537,0.485625216488,0.514374783512,0.944107744108,1.05920114123
1069,Houston,17360,8857,51,3492,29760,0.297614247312,0.583333333333,0.00171370967742,0.337834229698,0.662165770302,0.510195852535,1.96003161341
1071,Jackson,5711,10628,115,2462,18916,0.561852400085,0.301913723832,0.00607950941002,0.650468204909,0.349531795091,1.86097005778,0.537354158826
1073,Jefferson,149832,125889,972,22191,298884,0.421196852291,0.501304854057,0.00325209780383,0.456581109165,0.543418890835,0.840201025148,1.19019135905
1075,Lamar,3262,2849,24,763,6898,0.413018266164,0.472890692954,0.00347926935344,0.466208476518,0.533791523482,0.87339055794,1.14496314496
1077,Lauderdale,13728,15936,83,4009,33756,0.472093849982,0.40668325631,0.00245882213532,0.537216828479,0.462783171521,1.16083916084,0.861445783133
1079,Lawrence,3576,6364,25,1624,11589,0.549141427215,0.308568470101,0.0021572180516,0.640241448692,0.359758551308,1.77964205817,0.561910747957
1081,Lee,16885,13770,263,4572,35490,0.387996618766,0.475767821922,0.00741053817977,0.44919262763,0.55080737237,0.815516730826,1.22621641249
1083,Limestone,9862,8087,64,3584,21597,0.374450155114,0.456637495949,0.00296337454276,0.450554348432,0.549445651568,0.82001622389,1.21948806727
1085,Lowndes,1328,3500,36,284,5148,0.679875679876,0.257964257964,0.00699300699301,0.724937862469,0.275062137531,2.63554216867,0.379428571429
1087,Macon,1134,7253,92,283,8762,0.82777904588,0.129422506277,0.0104998858708,0.864790747586,0.135209252414,6.39594356261,0.156349096925
1089,Madison,51444,38974,427,16989,107834,0.361425895358,0.47706660237,0.00395979004767,0.431042491539,0.568957508461,0.757600497628,1.31995689434
1091,Marengo,4470,5632,223,919,11244,0.500889363216,0.397545357524,0.0198327997154,0.55751336369,0.44248663631,1.25995525727,0.793678977273
1093,Marion,5692,6167,22,1389,13270,0.464732479277,0.428937452901,0.0016578749058,0.520026983725,0.479973016275,1.08345045678,0.922977136371
1095,Marshall,12249,10421,252,3795,26717,0.390051278212,0.458472133847,0.00943219672867,0.459682399647,0.540317600353,0.850763327619,1.17541502735
1097,Mobile,72935,54962,786,15105,143788,0.38224330264,0.507239825298,0.00546638106101,0.429736428532,0.570263571468,0.753575101117,1.32700775081
1099,Monroe,4919,3872,195,759,9745,0.39733196511,0.504771677783,0.0200102616727,0.440450460698,0.559549539302,0.787151860134,1.27040289256
1101,Montgomery,40742,37342,421,7647,86152,0.43344321664,0.472908348036,0.00488671185811,0.478228574356,0.521771425644,0.91654803397,1.0910502919
1103,Morgan,21073,15091,131,7683,43978,0.343148847151,0.479171403884,0.00297876210833,0.417293440991,0.582706559009,0.716129644569,1.39639520244
1105,Perry,1829,3712,59,213,5813,0.638568725271,0.314639600895,0.010149664545,0.669915177766,0.330084822234,2.02952433024,0.492726293103
1107,Pickens,3634,3783,35,690,8142,0.464627855564,0.446327683616,0.00429869810857,0.510044492382,0.489955507618,1.04100165107,0.960613269892
1109,Pike,5423,4688,58,1024,11193,0.418833199321,0.484499240597,0.00518181005986,0.463653446741,0.536346553259,0.864466162641,1.15678327645
1111,Randolph,3813,3318,102,919,8152,0.407016683023,0.46773797841,0.0125122669284,0.46529238536,0.53470761464,0.870180959874,1.14918625678
1113,Russell,5587,8647,95,1360,15689,0.551150487603,0.356109375996,0.00605519790936,0.60748911058,0.39251088942,1.5477000179,0.646120041633
1115,St. Clair,12447,6517,46,2614,21624,0.301378098409,0.575610432852,0.00212726600074,0.343651128454,0.656348871546,0.523579979111,1.90992788093
1117,Shelby,32736,10317,90,5022,48165,0.214201183432,0.679663656182,0.00186857676736,0.23963486865,0.76036513135,0.315157624633,3.17301541146
1119,Sumter,1807,4810,20,388,7025,0.684697508897,0.257224199288,0.00284697508897,0.726915520629,0.273084479371,2.6618705036,0.375675675676
1121,Talladega,12661,10695,279,2629,26264,0.407211392019,0.48206670728,0.0106229058788,0.457912313752,0.542087686248,0.844720006319,1.18382421692
1123,Tallapoosa,8140,5703,51,1562,15456,0.368982919255,0.5266563147,0.00329968944099,0.411977172578,0.588022827422,0.700614250614,1.42731895494
1125,Tuscaloosa,27454,23495,113,7011,58073,0.404576997916,0.472749814888,0.00194582680419,0.461147421932,0.538852578068,0.855795148248,1.16850393701
1127,Walker,11301,14831,58,3344,29534,0.502166993973,0.382643732647,0.00196383828807,0.567541711312,0.432458288688,1.3123617379,0.761985031353
1129,Washington,3270,4046,17,829,8162,0.495711835334,0.40063709875,0.00208282283754,0.553034445052,0.446965554948,1.2373088685,0.808205635195
1131,Wilcox,1671,3439,20,174,5304,0.648378582202,0.315045248869,0.00377073906486,0.672994129159,0.327005870841,2.05804907241,0.4858970631
1133,Winston,5550,3415,14,1110,10089,0.338487461592,0.550104073744,0.00138764991575,0.380925822644,0.619074177356,0.615315315315,1.62518301611
4001,Apache,4588,11218,473,1979,18258,0.614415598642,0.251287107022,0.0259064519663,0.709730482095,0.290269517905,2.44507410636,0.408985558923
4003,Cochise,12202,12701,390,7857,33150,0.383137254902,0.368084464555,0.0117647058824,0.510018873228,0.489981126772,1.04089493526,0.96071175498
4005,Coconino,13769,18888,598,9363,42618,0.443193017035,0.323079449998,0.0140316298278,0.578375233487,0.421624766513,1.37177718062,0.728981363829
4007,Gila,5781,7571,432,4694,18478,0.409730490313,0.312858534473,0.0233791535881,0.567031156381,0.432968843619,1.30963501124,0.763571522916
4009,Graham,4169,3391,279,1860,9699,0.349623672544,0.429838127642,0.0287658521497,0.448544973545,0.551455026455,0.813384504677,1.22943084636
4011,Greenlee,1451,1695,53,794,3993,0.424492862509,0.363385925369,0.0132732281493,0.538779402416,0.461220597584,1.16815988973,0.85604719764
4012,La Paz,1599,1808,66,1488,4961,0.364442652691,0.322314049587,0.0133037694013,0.530672145583,0.469327854417,1.13070669168,0.884402654867
4013,Maricopa,360049,285457,9851,221475,876832,0.325554952374,0.410624840334,0.0112347633298,0.442222070748,0.557777929252,0.792828198384,1.26130730723
4015,Mohave,13684,13255,971,12706,40616,0.326349221981,0.336911561946,0.0239068347449,0.492037566354,0.507962433646,0.968649517685,1.03236514523
4017,Navajo,7994,10882,975,4787,24638,0.441675460671,0.324458154071,0.0395730172904,0.576499258317,0.423500741683,1.36127095321,0.734607608895
4019,Pima,97036,128569,1954,53925,281484,0.456754202726,0.344730073468,0.0069417799946,0.569885419206,0.430114580794,1.32496186982,0.75473870062
4021,Pinal,11669,15468,371,9231,36739,0.421023979967,0.31761887912,0.0100982607039,0.569996683495,0.430003316505,1.32556345874,0.754396172744
4023,Santa Cruz,3024,3512,97,1447,8080,0.434653465347,0.374257425743,0.012004950495,0.537331701346,0.462668298654,1.16137566138,0.861047835991
4025,Yavapai,23419,18268,1319,16409,59415,0.307464445005,0.394159723975,0.0221997812,0.438218149543,0.561781850457,0.780050386438,1.28196846945
4027,Yuma,11652,10367,300,5726,28045,0.369655910144,0.415475129257,0.0106970939561,0.470820654889,0.529179345111,0.889718503261,1.12395099836
5001,Arkansas,2594,4709,38,639,7980,0.590100250627,0.325062656642,0.0047619047619,0.644803505409,0.355196494591,1.81534309946,0.550860055213
5003,Ashley,2686,5876,74,931,9567,0.614194627365,0.280756768057,0.00773492212815,0.686288250409,0.313711749591,2.18763961281,0.457113682777
5005,Baxter,5640,6991,163,2938,15732,0.444380879736,0.358504958047,0.0103610475464,0.553479534479,0.446520465521,1.23953900709,0.806751537691
5007,Benton,21126,15774,251,6128,43279,0.364472376903,0.48813512327,0.00579957947272,0.427479674797,0.572520325203,0.746662879864,1.33929250666
5009,Boone,6094,6128,136,2079,14437,0.424464916534,0.422109856618,0.00942023966198,0.501390934381,0.498609065619,1.00557925829,0.994451697128
5011,Bradley,1482,2954,10,391,4837,0.610709117221,0.306388257184,0.00206739714699,0.665915238954,0.334084761046,1.99325236167,0.501692620176
5013,Calhoun,1047,1389,9,257,2702,0.514063656551,0.387490747594,0.00333086602517,0.570197044335,0.429802955665,1.32664756447,0.753779697624
5015,Carroll,3535,3769,53,1500,8857,0.425539121599,0.399119340635,0.00598396748335,0.516018619934,0.483981380066,1.06619519095,0.937914566198
5017,Chicot,1242,3504,6,347,5099,0.687193567366,0.243577171995,0.00117670131398,0.738305941846,0.261694058154,2.82125603865,0.354452054795
5019,Clark,2403,5767,38,714,8922,0.646379735485,0.269334229993,0.00425913472316,0.705875152999,0.294124847001,2.3999167707,0.416681116698
5021,Clay,1647,4848,17,568,7080,0.684745762712,0.232627118644,0.0024011299435,0.746420323326,0.253579676674,2.94353369763,0.339727722772
5023,Cleburne,3580,5090,47,1263,9980,0.51002004008,0.35871743487,0.00470941883768,0.58708189158,0.41291810842,1.4217877095,0.703339882122
5025,Cleveland,1127,1893,21,337,3378,0.560390763766,0.333629366489,0.00621669626998,0.626821192053,0.373178807947,1.67968056788,0.595351294242
5027,Columbia,3702,4747,280,1090,9819,0.483450453203,0.377024136877,0.0285161421733,0.561841638064,0.438158361936,1.28227984873,0.77986096482
5029,Conway,2719,4898,61,803,8481,0.577526235114,0.320598985969,0.00719254804858,0.643035315741,0.356964684259,1.80139757264,0.555124540629
5031,Craighead,9104,13931,287,2274,25596,0.544264728864,0.35568057509,0.0112126894827,0.604775341871,0.395224658129,1.53020650264,0.653506568086
5033,Crawford,6882,6656,185,2442,16165,0.41175378905,0.425734611816,0.0114444788122,0.491653124538,0.508346875462,0.967160709096,1.03395432692
5035,Crittenden,5910,9683,667,848,17108,0.56599251812,0.345452419921,0.0389876081365,0.620983774771,0.379016225229,1.63840947547,0.610348032635
5037,Cross,2303,4058,23,602,6986,0.58087603779,0.329659318637,0.00329229888348,0.63795000786,0.36204999214,1.76204950065,0.567520946279
5039,Dallas,1458,2107,15,345,3925,0.536815286624,0.371464968153,0.00382165605096,0.591023842917,0.408976157083,1.4451303155,0.691979117228
5041,Desha,1279,3815,135,392,5621,0.678704856787,0.227539583704,0.0240170788116,0.74892029839,0.25107970161,2.98279906177,0.335255570118
5043,Drew,1938,3748,16,596,6298,0.59510955859,0.307716735472,0.00254048904414,0.659162856138,0.340837143862,1.93395252838,0.517075773746
5045,Faulkner,9491,13000,287,2437,25215,0.515566131271,0.376402934761,0.0113821138211,0.57800898137,0.42199101863,1.36971868086,0.730076923077
5047,Franklin,2495,3217,37,987,6736,0.477583135392,0.370397862233,0.00549287410926,0.563200280112,0.436799719888,1.28937875752,0.775567298726
5049,Fulton,1258,2827,20,631,4736,0.59691722973,0.265625,0.00422297297297,0.692044063647,0.307955936353,2.24721780604,0.444994694022
5051,Garland,12886,18811,823,3475,35995,0.522600361161,0.357994165856,0.0228642867065,0.593463103764,0.406536896236,1.45980133478,0.685024719579
5053,Grant,2272,3190,34,702,6198,0.514682155534,0.366569861246,0.0054856405292,0.584035151959,0.415964848041,1.40404929577,0.712225705329
5055,Greene,3510,7541,58,1213,12322,0.611994806038,0.284856354488,0.00470702807986,0.682381684915,0.317618315085,2.14843304843,0.465455509879
5057,Hempstead,2387,5476,37,1022,8922,0.613763730105,0.26754091011,0.00414705223044,0.696426300394,0.303573699606,2.29409300377,0.435902118335
